trade_number,direction,entry_dt,entry_price,entry_qty,exit_dt,exit_price,exit_qty,gross_pnl,commission,slippage,net_pnl,return_pct,exit_reason,entry_signal,duration_bars
50,LONG,2003-01-24,18.4,1.0,2003-01-27,18.4,1.0,0.0,0.0,0.032654289999999975,0.0,0.0,Close entry(s) order TEST,BuySignal,
51,LONG,2003-01-28,16.3,1.0,2003-01-29,20.4,1.0,4.099999999999998,0.0,0.026530000000001053,4.099999999999998,0.2515337423312882,Close entry(s) order TEST,BuySignal,
52,LONG,2003-01-30,18.4,1.0,2003-01-31,18.4,1.0,0.0,0.0,0.032654289999999975,0.0,0.0,Close entry(s) order TEST,BuySignal,
53,LONG,2003-02-03,20.4,1.0,2003-02-04,18.4,1.0,-2.0,0.0,0.008162860000002325,-2.0,-0.0980392156862745,Close entry(s) order TEST,BuySignal,
54,LONG,2003-02-05,16.3,1.0,2003-02-06,18.4,1.0,2.099999999999998,0.0,0.026530000000001053,2.099999999999998,0.12883435582822078,Close entry(s) order TEST,BuySignal,
55,LONG,2003-02-07,18.4,1.0,2003-02-10,16.3,1.0,-2.099999999999998,0.0,0.032654289999999975,-2.099999999999998,-0.11413043478260854,Close entry(s) order TEST,BuySignal,
56,LONG,2003-02-11,16.3,1.0,2003-02-12,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
57,LONG,2003-02-14,16.3,1.0,2003-02-17,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
58,LONG,2003-02-18,16.3,1.0,2003-02-19,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
59,LONG,2003-02-20,16.3,1.0,2003-02-21,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
60,LONG,2003-02-24,16.3,1.0,2003-02-25,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
61,LONG,2003-02-26,14.3,1.0,2003-02-27,16.3,1.0,2.0,0.0,0.014285710000001117,2.0,0.1398601398601398,Close entry(s) order TEST,BuySignal,
62,LONG,2003-02-28,16.3,1.0,2003-03-03,14.3,1.0,-2.0,0.0,0.026530000000001053,-2.0,-0.12269938650306744,Close entry(s) order TEST,BuySignal,
63,LONG,2003-03-04,16.3,1.0,2003-03-05,14.3,1.0,-2.0,0.0,0.026530000000001053,-2.0,-0.12269938650306744,Close entry(s) order TEST,BuySignal,
64,LONG,2003-03-06,14.3,1.0,2003-03-07,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
65,LONG,2003-03-10,14.3,1.0,2003-03-11,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
66,LONG,2003-03-12,14.3,1.0,2003-03-13,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
67,LONG,2003-03-17,14.3,1.0,2003-03-19,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
68,LONG,2003-03-20,16.3,1.0,2003-03-21,14.3,1.0,-2.0,0.0,0.026530000000001053,-2.0,-0.12269938650306744,Close entry(s) order TEST,BuySignal,
69,LONG,2003-03-24,14.3,1.0,2003-03-25,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
70,LONG,2003-03-26,14.3,1.0,2003-03-27,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
71,LONG,2003-03-28,14.3,1.0,2003-03-31,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
72,LONG,2003-04-01,14.3,1.0,2003-04-02,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
73,LONG,2003-04-03,14.3,1.0,2003-04-04,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
74,LONG,2003-04-07,16.3,1.0,2003-04-08,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
75,LONG,2003-04-09,16.3,1.0,2003-04-10,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
76,LONG,2003-04-11,16.3,1.0,2003-04-15,14.3,1.0,-2.0,0.0,0.026530000000001053,-2.0,-0.12269938650306744,Close entry(s) order TEST,BuySignal,
77,LONG,2003-04-16,16.3,1.0,2003-04-17,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
78,LONG,2003-04-21,16.3,1.0,2003-04-22,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
79,LONG,2003-04-23,16.3,1.0,2003-04-24,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
80,LONG,2003-04-25,16.3,1.0,2003-04-28,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
81,LONG,2003-04-29,16.3,1.0,2003-04-30,16.3,1.0,0.0,0.0,0.026530000000001053,0.0,0.0,Close entry(s) order TEST,BuySignal,
82,LONG,2003-05-02,14.3,1.0,2003-05-05,14.3,1.0,0.0,0.0,0.014285710000001117,0.0,0.0,Close entry(s) order TEST,BuySignal,
83,LONG,2003-05-06,14.3,1.0,2003-05-07,16.3,1.0,2.0,0.0,0.014285710000001117,2.0,0.1398601398601398,Close entry(s) order TEST,BuySignal,
84,LONG,2003-05-08,16.3,1.0,2003-05-09,18.4,1.0,2.099999999999998,0.0,0.026530000000001053,2.099999999999998,0.12883435582822078,Close entry(s) order TEST,BuySignal,
85,LONG,2003-05-12,18.4,1.0,2003-05-13,18.4,1.0,0.0,0.0,0.032654289999999975,0.0,0.0,Close entry(s) order TEST,BuySignal,
86,LONG,2003-05-14,20.4,1.0,2003-05-15,20.4,1.0,0.0,0.0,0.008162860000002325,0.0,0.0,Close entry(s) order TEST,BuySignal,
87,LONG,2003-05-16,24.5,1.0,2003-05-19,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
88,LONG,2003-05-20,24.5,1.0,2003-05-21,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
89,LONG,2003-05-22,24.5,1.0,2003-05-23,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
90,LONG,2003-05-26,24.5,1.0,2003-05-27,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
91,LONG,2003-05-28,22.4,1.0,2003-05-29,22.4,1.0,0.0,0.0,0.04897857000000272,0.0,0.0,Close entry(s) order TEST,BuySignal,
92,LONG,2003-05-30,22.4,1.0,2003-06-02,22.4,1.0,0.0,0.0,0.04897857000000272,0.0,0.0,Close entry(s) order TEST,BuySignal,
93,LONG,2003-06-03,22.4,1.0,2003-06-04,24.5,1.0,2.1000000000000014,0.0,0.04897857000000272,2.1000000000000014,0.09375,Close entry(s) order TEST,BuySignal,
94,LONG,2003-06-05,24.5,1.0,2003-06-06,22.4,1.0,-2.1000000000000014,0.0,0.010204290000000782,-2.1000000000000014,-0.08571428571428574,Close entry(s) order TEST,BuySignal,
95,LONG,2003-06-09,22.4,1.0,2003-06-10,22.4,1.0,0.0,0.0,0.04897857000000272,0.0,0.0,Close entry(s) order TEST,BuySignal,
96,LONG,2003-06-11,22.4,1.0,2003-06-12,22.4,1.0,0.0,0.0,0.04897857000000272,0.0,0.0,Close entry(s) order TEST,BuySignal,
97,LONG,2003-06-13,24.5,1.0,2003-06-16,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
98,LONG,2003-06-17,24.5,1.0,2003-06-18,24.5,1.0,0.0,0.0,0.010204290000000782,0.0,0.0,Close entry(s) order TEST,BuySignal,
99,LONG,2003-06-19,24.5,1.0,2003-06-20,28.6,1.0,4.100000000000001,0.0,0.010204290000000782,4.100000000000001,0.1673469387755102,Close entry(s) order TEST,BuySignal,
100,LONG,2003-06-23,28.6,1.0,2003-06-24,28.6,1.0,0.0,0.0,0.028571430000003062,0.0,0.0,Close entry(s) order TEST,BuySignal,
101,LONG,2003-06-25,30.6,1.0,2003-06-26,36.7,1.0,6.100000000000001,0.0,0.012245709999998411,6.100000000000001,0.19934640522875813,Close entry(s) order TEST,BuySignal,
102,LONG,2003-06-27,34.7,1.0,2003-06-30,36.7,1.0,2.0,0.0,0.006124290000002475,2.0,0.057636887608069065,Close entry(s) order TEST,BuySignal,
103,LONG,2003-07-01,44.9,1.0,2003-07-02,44.9,1.0,0.0,0.0,0.00204000000000093,0.0,0.0,Close entry(s) order TEST,BuySignal,
104,LONG,2003-07-03,44.9,1.0,2003-07-04,44.9,1.0,0.0,0.0,0.00204000000000093,0.0,0.0,Close entry(s) order TEST,BuySignal,
105,LONG,2003-07-07,44.9,1.0,2003-07-08,49.0,1.0,4.100000000000001,0.0,0.00204000000000093,4.100000000000001,0.09131403118040082,Close entry(s) order TEST,BuySignal,
106,LONG,2003-07-09,53.1,1.0,2003-07-10,51.0,1.0,-2.1000000000000014,0.0,0.038775710000003016,-2.1000000000000014,-0.039548022598870136,Close entry(s) order TEST,BuySignal,
107,LONG,2003-07-11,53.1,1.0,2003-07-14,53.1,1.0,0.0,0.0,0.038775710000003016,0.0,0.0,Close entry(s) order TEST,BuySignal,
108,LONG,2003-07-15,55.1,1.0,2003-07-16,49.0,1.0,-6.100000000000001,0.0,0.0020371399999987716,-6.100000000000001,-0.1107078039927405,Close entry(s) order TEST,BuySignal,
109,LONG,2003-07-17,51.0,1.0,2003-07-18,46.9,1.0,-4.100000000000001,0.0,0.020409999999998263,-4.100000000000001,-0.08039215686274515,Close entry(s) order TEST,BuySignal,
110,LONG,2003-07-21,46.9,1.0,2003-07-22,42.9,1.0,-4.0,0.0,0.038775710000003016,-4.0,-0.08528784648187637,Close entry(s) order TEST,BuySignal,
111,LONG,2003-07-23,46.9,1.0,2003-07-24,44.9,1.0,-2.0,0.0,0.038775710000003016,-2.0,-0.04264392324093813,Close entry(s) order TEST,BuySignal,
112,LONG,2003-07-25,44.9,1.0,2003-07-28,46.9,1.0,2.0,0.0,0.00204000000000093,2.0,0.04454342984409809,Close entry(s) order TEST,BuySignal,
113,LONG,2003-07-29,44.9,1.0,2003-07-30,49.0,1.0,4.100000000000001,0.0,0.00204000000000093,4.100000000000001,0.09131403118040082,Close entry(s) order TEST,BuySignal,
114,LONG,2003-07-31,53.1,1.0,2003-08-01,49.0,1.0,-4.100000000000001,0.0,0.038775710000003016,-4.100000000000001,-0.07721280602636538,Close entry(s) order TEST,BuySignal,
115,LONG,2003-08-04,49.0,1.0,2003-08-05,49.0,1.0,0.0,0.0,0.020409999999998263,0.0,0.0,Close entry(s) order TEST,BuySignal,
116,LONG,2003-08-06,49.0,1.0,2003-08-07,46.9,1.0,-2.1000000000000014,0.0,0.020409999999998263,-2.1000000000000014,-0.04285714285714293,Close entry(s) order TEST,BuySignal,
117,LONG,2003-08-08,51.0,1.0,2003-08-11,49.0,1.0,-2.0,0.0,0.020409999999998263,-2.0,-0.039215686274509776,Close entry(s) order TEST,BuySignal,
118,LONG,2003-08-12,49.0,1.0,2003-08-13,49.0,1.0,0.0,0.0,0.020409999999998263,0.0,0.0,Close entry(s) order TEST,BuySignal,
119,LONG,2003-08-14,53.1,1.0,2003-08-18,51.0,1.0,-2.1000000000000014,0.0,0.038775710000003016,-2.1000000000000014,-0.039548022598870136,Close entry(s) order TEST,BuySignal,
120,LONG,2003-08-19,61.2,1.0,2003-08-20,53.1,1.0,-8.100000000000001,0.0,0.024490000000000123,-8.100000000000001,-0.13235294117647056,Close entry(s) order TEST,BuySignal,
121,LONG,2003-08-21,53.1,1.0,2003-08-22,49.0,1.0,-4.100000000000001,0.0,0.038775710000003016,-4.100000000000001,-0.07721280602636538,Close entry(s) order TEST,BuySignal,
122,LONG,2003-08-25,51.0,1.0,2003-08-26,49.0,1.0,-2.0,0.0,0.020409999999998263,-2.0,-0.039215686274509776,Close entry(s) order TEST,BuySignal,
123,LONG,2003-08-27,53.1,1.0,2003-08-28,51.0,1.0,-2.1000000000000014,0.0,0.038775710000003016,-2.1000000000000014,-0.039548022598870136,Close entry(s) order TEST,BuySignal,
124,LONG,2003-08-29,51.0,1.0,2003-09-01,46.9,1.0,-4.100000000000001,0.0,0.020409999999998263,-4.100000000000001,-0.08039215686274515,Close entry(s) order TEST,BuySignal,
125,LONG,2003-09-02,49.0,1.0,2003-09-03,51.0,1.0,2.0,0.0,0.020409999999998263,2.0,0.04081632653061229,Close entry(s) order TEST,BuySignal,
126,LONG,2003-09-04,49.0,1.0,2003-09-05,51.0,1.0,2.0,0.0,0.020409999999998263,2.0,0.04081632653061229,Close entry(s) order TEST,BuySignal,
127,LONG,2003-09-08,55.1,1.0,2003-09-09,57.1,1.0,2.0,0.0,0.0020371399999987716,2.0,0.0362976406533575,Close entry(s) order TEST,BuySignal,
128,LONG,2003-09-10,61.2,1.0,2003-09-11,61.2,1.0,0.0,0.0,0.024490000000000123,0.0,0.0,Close entry(s) order TEST,BuySignal,
129,LONG,2003-09-12,65.3,1.0,2003-09-15,65.3,1.0,0.0,0.0,0.006124290000002475,0.0,0.0,Close entry(s) order TEST,BuySignal,
130,LONG,2003-09-16,61.2,1.0,2003-09-17,65.3,1.0,4.099999999999994,0.0,0.024490000000000123,4.099999999999994,0.06699346405228757,Close entry(s) order TEST,BuySignal,
131,LONG,2003-09-18,63.3,1.0,2003-09-19,61.2,1.0,-2.0999999999999943,0.0,0.03469570999999405,-2.0999999999999943,-0.033175355450236865,Close entry(s) order TEST,BuySignal,
132,LONG,2003-09-22,59.2,1.0,2003-09-23,59.2,1.0,0.0,0.0,0.016328570000005982,0.0,0.0,Close entry(s) order TEST,BuySignal,
133,LONG,2003-09-24,63.3,1.0,2003-09-25,59.2,1.0,-4.099999999999994,0.0,0.03469570999999405,-4.099999999999994,-0.06477093206951023,Close entry(s) order TEST,BuySignal,
134,LONG,2003-09-26,61.2,1.0,2003-09-29,65.3,1.0,4.099999999999994,0.0,0.024490000000000123,4.099999999999994,0.06699346405228757,Close entry(s) order TEST,BuySignal,
135,LONG,2003-09-30,69.4,1.0,2003-10-01,69.4,1.0,0.0,0.0,0.012248570000011227,0.0,0.0,Close entry(s) order TEST,BuySignal,
136,LONG,2003-10-03,73.5,1.0,2003-10-06,75.5,1.0,2.0,0.0,0.030614290000002597,2.0,0.027210884353741527,Close entry(s) order TEST,BuySignal,
137,LONG,2003-10-07,73.5,1.0,2003-10-08,73.5,1.0,0.0,0.0,0.030614290000002597,0.0,0.0,Close entry(s) order TEST,BuySignal,
138,LONG,2003-10-09,73.5,1.0,2003-10-10,79.6,1.0,6.099999999999994,0.0,0.030614290000002597,6.099999999999994,0.08299319727891152,Close entry(s) order TEST,BuySignal,
139,LONG,2003-10-13,79.6,1.0,2003-10-14,77.6,1.0,-2.0,0.0,0.008161430000001246,-2.0,-0.025125628140703515,Close entry(s) order TEST,BuySignal,
140,LONG,2003-10-15,79.6,1.0,2003-10-16,83.7,1.0,4.1000000000000085,0.0,0.008161430000001246,4.1000000000000085,0.051507537688442406,Close entry(s) order TEST,BuySignal,
141,LONG,2003-10-17,79.6,1.0,2003-10-20,79.6,1.0,0.0,0.0,0.008161430000001246,0.0,0.0,Close entry(s) order TEST,BuySignal,
142,LONG,2003-10-21,75.5,1.0,2003-10-22,73.5,1.0,-2.0,0.0,0.010204290000004335,-2.0,-0.026490066225165587,Close entry(s) order TEST,BuySignal,
143,LONG,2003-10-23,73.5,1.0,2003-10-24,77.6,1.0,4.099999999999994,0.0,0.030614290000002597,4.099999999999994,0.05578231292517,Close entry(s) order TEST,BuySignal,
144,LONG,2003-10-27,83.7,1.0,2003-10-28,83.7,1.0,0.0,0.0,0.026534290000000738,0.0,0.0,Close entry(s) order TEST,BuySignal,
145,LONG,2003-10-29,79.6,1.0,2003-10-30,79.6,1.0,0.0,0.0,0.008161430000001246,0.0,0.0,Close entry(s) order TEST,BuySignal,
146,LONG,2003-10-31,79.6,1.0,2003-11-03,83.7,1.0,4.1000000000000085,0.0,0.008161430000001246,4.1000000000000085,0.051507537688442406,Close entry(s) order TEST,BuySignal,
147,LONG,2003-11-04,83.7,1.0,2003-11-05,81.6,1.0,-2.1000000000000085,0.0,0.026534290000000738,-2.1000000000000085,-0.02508960573476715,Close entry(s) order TEST,BuySignal,
148,LONG,2003-11-06,83.7,1.0,2003-11-07,85.7,1.0,2.0,0.0,0.026534290000000738,2.0,0.0238948626045401,Close entry(s) order TEST,BuySignal,
149,LONG,2003-11-10,95.9,1.0,2003-11-11,83.7,1.0,-12.200000000000003,0.0,0.018371429999987754,-12.200000000000003,-0.12721584984358714,Close entry(s) order TEST,BuySignal,
150,LONG,2003-11-12,85.7,1.0,2003-11-13,87.8,1.0,2.0999999999999943,0.0,0.014285709999995788,2.0999999999999943,0.02450408401400228,Close entry(s) order TEST,BuySignal,
151,LONG,2003-11-14,85.7,1.0,2003-11-17,87.8,1.0,2.0999999999999943,0.0,0.014285709999995788,2.0999999999999943,0.02450408401400228,Close entry(s) order TEST,BuySignal,
152,LONG,2003-11-18,95.9,1.0,2003-11-19,95.9,1.0,0.0,0.0,0.018371429999987754,0.0,0.0,Close entry(s) order TEST,BuySignal,
153,LONG,2003-11-20,95.9,1.0,2003-11-21,87.8,1.0,-8.100000000000009,0.0,0.018371429999987754,-8.100000000000009,-0.08446298227320137,Close entry(s) order TEST,BuySignal,
154,LONG,2003-11-24,91.8,1.0,2003-11-25,91.8,1.0,0.0,0.0,0.036732860000000755,0.0,0.0,Close entry(s) order TEST,BuySignal,
155,LONG,2003-11-27,91.8,1.0,2003-11-28,89.8,1.0,-2.0,0.0,0.036732860000000755,-2.0,-0.02178649237472763,Close entry(s) order TEST,BuySignal,
156,LONG,2003-12-01,91.8,1.0,2003-12-02,89.8,1.0,-2.0,0.0,0.036732860000000755,-2.0,-0.02178649237472763,Close entry(s) order TEST,BuySignal,
157,LONG,2003-12-03,89.8,1.0,2003-12-04,98.0,1.0,8.200000000000003,0.0,0.004081429999999386,8.200000000000003,0.09131403118040082,Close entry(s) order TEST,BuySignal,
158,LONG,2003-12-05,102.0,1.0,2003-12-08,100.0,1.0,-2.0,0.0,0.040819999999996526,-2.0,-0.019607843137254943,Close entry(s) order TEST,BuySignal,
159,LONG,2003-12-09,100.0,1.0,2003-12-10,100.0,1.0,0.0,0.0,0.0,0.0,0.0,Close entry(s) order TEST,BuySignal,
160,LONG,2003-12-11,101.6,1.0,2003-12-12,99.0,1.0,-2.5999999999999943,0.0,0.032657140000011964,-2.5999999999999943,-0.025590551181102317,Close entry(s) order TEST,BuySignal,
161,LONG,2003-12-15,106.1,1.0,2003-12-16,105.9,1.0,-0.19999999999998863,0.0,0.022447140000011245,-0.19999999999998863,-0.0018850141376058893,Close entry(s) order TEST,BuySignal,
162,LONG,2003-12-17,101.9,1.0,2003-12-18,100.0,1.0,-1.9000000000000057,0.0,0.038771429999997054,-1.9000000000000057,-0.01864573110893042,Close entry(s) order TEST,BuySignal,
